,№,Radical,Freq.,General standard #,Encounters,Fraction of   the language,HSK 2.0,HSK 3.0,Stroke count,Character,pinyin,pinyin,tone,Meaning,,Goal
,8581,車 159.9,6761,,18,"0,000009%",,,16,輶,yóu,you,second,"light carriage; trifling, light",,
,8582,車 159.9,7003,,12,"0,000006%",,,16,輳,còu,cou,fourth,hubs of wheel; converge around,,
,8583,車 159.9,7013,,12,"0,000006%",,,16,輸,shū,shu,first,"transport, carry, haul",,
,8584,車 159.9,7766,7511,4,"0,000002%",,,13,辒,wēn,wen,first,hearse,,
,8585,車 159.9,8230,,3,"0,000002%",,,16,輴,chūn,chun,first,sled,,
,8586,車 159.9,8678,,2,"0,000001%",,,16,輰,yáng,yang,second,,,
,8587,車 159.9,9158,,1,"0,000001%",,,16,輵,gé,ge,second,great array of spears and chariots,,
,8588,車 159.9,9291,,1,"0,000001%",,,16,輻,fú,fu,second,spokes of wheel,,
,8589,車 159.9,0,7512,,"0,000000%",,,13,𬨎,yóu,you,second,"light carriage; trifling, light",,
,8590,車 159.9,0,7513,,"0,000000%",,,13,𫐓,bù,bu,fourth,"outer rim of a wheel, felly",,
,8591,辛 160.0,1463,0841,14713,"0,007603%",4,5,7,辛,xīn,xin,first,"bitter; toilsome, laborious; 8th heavenly stem",,
,8592,辛 160.10,3240,3426,1408,"0,000728%",6,7–9,17,辫,biàn,bian,fourth,"braid; pigtail, plait, queue",,
,8593,辛 160.12,8175,,3,"0,000002%",,,19,辭,cí,ci,second,"words, speech, expression, phrase",,
,8594,辛 160.14,6641,,23,"0,000012%",,,21,辯,biàn,bian,fourth,"dispute, argue, debate, discuss",,
,8595,辛 160.5,2596,2560,3235,"0,001672%",6,7–9,12,辜,gū,gu,first,"crime, criminal offense",,
,8596,辛 160.6,2140,3037,5876,"0,003037%",6,7–9,13,辟,pì,pi,fourth,"law, rule; open up, develop",,
,8597,辛 160.7,2420,3148,4124,"0,002131%",4,4,14,辣,là,la,fourth,"peppery, pungent, hot; cruel",,
,8598,辛 160.7,9051,,1,"0,000001%",,,14,辢,là,la,fourth,"bitter, pungent, acrid",,
,8599,辛 160.9,1355,3372,17459,"0,009023%",5,4,16,辩,biàn,bian,fourth,"dispute, argue, debate, discuss",,
,8600,辛 160.9,1910,3371,8023,"0,004146%",6,7–9,16,辨,biàn,bian,fourth,"distinguish, discriminate",,
,8601,辛 160.9,6153,,51,"0,000026%",,,16,辦,bàn,ban,fourth,"manage, do, handle; deal with",,
,8602,辰 161.0,2317,0701,4755,"0,002457%",6,7–9,7,辰,chén,chen,second,early morning; 5th terrestrial branch,,
,8603,辰 161.3,1907,1860,8029,"0,004149%",6,7–9,10,辱,rǔ,ru,third,"humiliate, insult, abuse",,
,8604,辰 161.6,6919,,14,"0,000007%",,,13,農,nóng,nong,second,"agriculture, farming; farmer",,
,8605,辵 162.0,7622,,5,"0,000003%",,,7,辵,chuò,chuo,fourth,walk; walking; KangXi radical 162,,
,8606,辵 162.10,1780,2921,9335,"0,004824%",6,7–9,13,遣,qiǎn,qian,third,"send, dispatch; send off, exile",,
,8607,辵 162.10,4552,5536,306,"0,000158%",,7–9,13,遛,liú,liu,second,"take walk, stroll",,
,8608,辵 162.10,5040,5450,176,"0,000091%",,,13,遢,tà,ta,fourth,"careless, negligent, slipshod",,
,8609,辵 162.10,6346,,37,"0,000019%",,,13,遠,yuǎn,yuan,third,"distant, remote, far; profound",,
,8610,辵 162.10,7177,7475,9,"0,000005%",,,13,遘,gòu,gou,fourth,to meet; to come across,,
,8611,辵 162.10,7275,,8,"0,000004%",,,13,遞,dì,di,fourth,"hand over, deliver; substitute",,
,8612,辵 162.10,7570,,5,"0,000003%",,,13,遝,tà,ta,fourth,"mixed, abundant, assorted",,
,8613,辵 162.10,7600,,5,"0,000003%",,,13,遡,sù,su,fourth,go upstream; trace source; formerly,,
,8614,辵 162.10,7652,,5,"0,000003%",,,13,遙,yáo,yao,second,"far away, distant, remote",,
,8615,辵 162.10,8176,,3,"0,000002%",,,13,遜,xùn,xun,fourth,"humble, modest; yield",,
,8616,辵 162.11,1048,3085,28642,"0,014802%",6,6,14,遭,zāo,zao,first,"come across, meet with, encounter",,
,8617,辵 162.11,2135,3143,5914,"0,003056%",6,7–9,14,遮,zhē,zhe,first,"cover, shield, protect",,
,8618,辵 162.11,4895,5346,203,"0,000105%",,,13,遨,áo,ao,second,"ramble, roam; travel for pleasure",,
,8619,辵 162.11,5616,,101,"0,000052%",,,14,適,shì,shi,fourth,"match, comfortable; just",,
,8620,辵 162.11,7475,,6,"0,000003%",,,14,遯,dùn,dun,fourth,"deceive, hide, conceal; flee",,
,8621,辵 162.12,1593,3288,11935,"0,006168%",5,5,15,遵,zūn,zun,first,"obey, comply with, follow; honor",,
,8622,辵 162.12,5067,5990,172,"0,000089%",,,15,遴,lín,lin,second,"select, choose; surname",,
,8623,辵 162.12,6101,,55,"0,000028%",,,15,選,xuǎn,xuan,third,"choose, select; elect; election",,
,8624,辵 162.12,6165,,50,"0,000026%",,,15,遺,yí,yi,second,lose; articles lost; omit,,
,8625,辵 162.12,6626,7830,23,"0,000012%",,,15,遹,yù,yu,fourth,"comply with, obey; shun, avoid",,
,8626,辵 162.12,7014,,12,"0,000006%",,,15,遲,chí,chi,second,"late, tardy; slow; delay",,
,8627,辵 162.12,7437,,6,"0,000003%",,,15,邆,téng,teng,second,,,
,8628,辵 162.12,7887,,4,"0,000002%",,,15,遷,qiān,qian,first,"move, shift, change; transfer",,
,8629,辵 162.12,9729,,1,"0,000001%",,,15,遶,rào,rao,fourth,entwine; wind around; surround,,
,8630,辵 162.13,991,3385,31731,"0,016398%",5,4,16,避,bì,bi,fourth,avoid; turn aside; escape; hide,,
,8631,辵 162.13,1854,3362,8484,"0,004384%",4,5,16,邀,yāo,yao,first,"invite, welcome; meet, intercept",,
,8632,辵 162.13,3949,6082,604,"0,000312%",,,16,遽,jù,ju,fourth,"suddenly, unexpectedly; at once",,
,8633,辵 162.13,3950,6300,604,"0,000312%",,,17,邃,suì,sui,fourth,"profound, detailed; deep",,
,8634,辵 162.13,4605,6150,286,"0,000148%",,,16,邂,xiè,xie,fourth,unexpected meeting; encounter by,,
,8635,辵 162.13,5060,,174,"0,000090%",,,16,還,hái,hai,second,"still, yet, also, besides",,
,8636,辵 162.13,7623,,5,"0,000003%",,,16,邅,zhān,zhan,first,"hesitant, faltering",,
,8637,辵 162.13,7685,,5,"0,000003%",,,17,邉,biān,bian,first,"edge, margin, side, border",,
,8638,辵 162.13,8681,,2,"0,000001%",,,15,邁,mài,mai,fourth,take a big stride; pass by,,
,8639,辵 162.14,4944,6270,193,"0,000100%",,,17,邈,miǎo,miao,third,"far, distant, remote; slight",,
,8640,辵 162.14,7988,,3,"0,000002%",,,17,邇,ěr,er,third,"be near, be close; recently",,
,8641,辵 162.15,4901,6365,202,"0,000104%",,,18,邋,lā,la,first,rags,,
,8642,辵 162.15,6528,,28,"0,000014%",,,18,邊,biān,bian,first,"edge, margin, side, border",,
,8643,辵 162.15,9163,,1,"0,000001%",,,18,邌,lí,li,second,to walk slowly; to parade,,
,8644,辵 162.19,9761,,1,"0,000001%",,,22,邏,luó,luo,second,patrol; inspect; watch,,
,8645,辵 162.2,316,0337,136277,"0,070426%",2,1,5,边,biān,bian,first,"edge, margin, side, border",,
,8646,辵 162.2,2086,0331,6300,"0,003256%",6,7–9,5,辽,liáo,liao,second,"distant, far",,
,8647,辵 162.2,7034,,11,"0,000006%",,,5,辻,shí,shi,second,crossroads; street,,
,8648,辵 162.2,7729,,4,"0,000002%",,,5,込,ru,ru,neutral,"crowd into, go into",,
,8649,辵 162.3,46,0379,589925,"0,304864%",2,1,6,过,guò,guo,fourth,"pass, pass through, go across",,
,8650,辵 162.3,289,0398,147907,"0,076436%",5,3,6,达,dá,da,second,"arrive at, reach; intelligent; smooth, slippery",,
,8651,辵 162.3,1090,0565,26321,"0,013602%",5,4,6,迅,xùn,xun,fourth,"quick, hasty, rapid, sudden",,
,8652,辵 162.3,1630,0451,11433,"0,005908%",6,6,6,迁,qiān,qian,first,"move, shift, change; transfer; relocate a capital city",,
,8653,辵 162.3,1698,0408,10432,"0,005391%",6,7–9,6,迈,mài,mai,fourth,take a big stride; pass by,,
,8654,辵 162.3,2549,0453,3496,"0,001807%",6,7–9,6,迄,qì,qi,fourth,"extend, reach; until; till",,
,8655,辵 162.3,2959,0350,2007,"0,001037%",,,6,迂,yū,yu,first,"doctrinaire, abstruse, unrealistic",,
,8656,辵 162.3,8575,,2,"0,000001%",,,6,迆,yí,yi,second,wind; walk out of straight path,,
,8657,辵 162.3,0,6535,,"0,000000%",,,6,辿,chān,chan,first,"follow, pursue",,
,8658,辵 162.4,11,0837,1552042,"0,802072%",1,1,7,这,zhè,zhe,fourth,"this, the, here",,
,8659,辵 162.4,80,0704,415855,"0,214908%",2,1,7,还,hái,hai,second,"still, yet, also, besides",,
,8660,辵 162.4,81,0605,412166,"0,213001%",2,1,7,进,jìn,jin,fourth,"advance, make progress, enter",,
,8661,辵 162.4,345,0611,123903,"0,064031%",2,2,7,运,yùn,yun,fourth,"run; simplified form of 運 luck, fortune; ship, transport",,
,8662,辵 162.4,374,0791,115441,"0,059658%",2,2,7,近,jìn,jin,fourth,"near, close; approach; intimate",,
,8663,辵 162.4,386,0608,110455,"0,057082%",2,1,7,远,yuǎn,yuan,third,"distant, remote, far; profound",,
,8664,辵 162.4,399,0708,106814,"0,055200%",4,3,7,连,lián,lian,second,"join, connect; continuous; even",,
,8665,辵 162.4,1069,0822,27228,"0,014071%",3,2,7,迎,yíng,ying,second,"receive, welcome, greet",,
,8666,辵 162.4,1184,0609,22751,"0,011757%",5,5,7,违,wéi,wei,second,"disobey, violate, defy; be apart from",,
,8667,辵 162.4,1374,0906,16808,"0,008686%",3,4,7,迟,chí,chi,second,"late, tardy; slow; delay",,
,8668,辵 162.4,1430,0794,15179,"0,007844%",5,5,7,返,fǎn,fan,third,"return, revert to, restore",,
,8669,辵 162.4,5882,3724,72,"0,000037%",,,7,迕,wù,wu,fourth,"obstinate, perverse",,
,8670,辵 162.4,5992,3692,64,"0,000033%",,,7,迓,yà,ya,fourth,"to go to meet, to receive, as a guest",,
,8671,辵 162.4,7723,,4,"0,000002%",,,7,迏,tì,ti,fourth,,,
,8672,辵 162.4,8494,,2,"0,000001%",,,7,迒,háng,hang,second,,,
,8673,辵 162.4,9001,,1,"0,000001%",,,7,迋,wàng,wang,fourth,"travel, go to; deceive; scare",,
,8674,辵 162.4,9881,,1,"0,000001%",,,7,迍,zhūn,zhun,first,"falter, hesitate",,
,8675,辵 162.5,674,1032,57744,"0,029841%",5,4,8,述,shù,shu,fourth,"narrate, state, express",,
,8676,辵 162.5,1006,1156,30930,"0,015984%",5,4,8,迫,pò,po,fourth,"coerce, force, compel; urgent",,
,8677,辵 162.5,1440,1091,15073,"0,007790%",,7–9,8,迪,dí,di,second,"enlighten, advance; progress",,
,8678,辵 162.5,2522,4072,3637,"0,001880%",,,8,迦,jiā,jia,first,character for transliteration,,
,8679,辵 162.5,3018,1123,1859,"0,000961%",,7–9,8,迭,dié,die,second,"repeatedly, frequently",,
,8680,辵 162.5,3638,3931,866,"0,000448%",,,8,迥,jiǒng,jiong,third,"distant, far; separated; different",,
,8681,辵 162.5,3898,1331,629,"0,000325%",,,8,迢,tiáo,tiao,second,far; distant,,
,8682,辵 162.5,4328,3983,401,"0,000207%",,,8,迩,ěr,er,third,"be near, be close; recently",,
,8683,辵 162.5,4495,6745,328,"0,000170%",,,8,迳,jìng,jing,fourth,"pass by, approach; direct",,
,8684,辵 162.5,4517,4073,317,"0,000164%",,,8,迨,dài,dai,fourth,"until, when; seize, arrest",,
,8685,辵 162.5,4732,3949,242,"0,000125%",,,8,迤,yí,yi,second,wind; walk out of straight path,,
,8686,辵 162.5,6576,3946,25,"0,000013%",,,8,迮,zé,ze,second,to rise; contracted; cramped,,
,8687,辵 162.5,7174,,9,"0,000005%",,,8,迯,táo,tao,second,"escape, flee; abscond, dodge",,
,8688,辵 162.6,499,1545,82498,"0,042634%",3,2,9,选,xuǎn,xuan,third,"choose, select; elect; election",,
,8689,辵 162.6,656,1645,60182,"0,031101%",2,1,9,送,sòng,song,fourth,"see off, send off; dispatch, give",,
,8690,辵 162.6,663,1546,58927,"0,030453%",4,2,9,适,shì,shi,fourth,"go, reach; appropriate, suitable",,
,8691,辵 162.6,723,1720,51272,"0,026497%",5,3,9,退,tuì,tui,fourth,"step back, retreat, withdraw",,
,8692,辵 162.6,768,1577,47079,"0,024330%",5,3,9,追,zhuī,zhui,first,"pursue, chase after; expel",,
,8693,辵 162.6,996,1588,31468,"0,016262%",5,5,9,逃,táo,tao,second,"escape, flee; abscond, dodge",,
,8694,辵 162.6,1098,1623,25920,"0,013395%",5,7–9,9,迹,jī,ji,first,"traces, impressions, footprints",,
,8695,辵 162.6,1153,1647,23959,"0,012382%",4,3,9,迷,mí,mi,second,"bewitch, charm, infatuate",,
,8696,辵 162.6,1697,1728,10444,"0,005397%",6,7–9,9,逊,xùn,xun,fourth,"humble, modest; yield",,
,8697,辵 162.6,1975,1652,7339,"0,003793%",6,7–9,9,逆,nì,ni,fourth,"disobey, rebel; rebel, traitor",,
,8698,辵 162.6,4468,4268,339,"0,000175%",,,9,逅,hòu,hou,fourth,meet unexpectedly,,
,8699,辵 162.6,5983,4297,64,"0,000033%",,,9,逄,páng,pang,second,a surname,,
,8700,辵 162.6,6494,,29,"0,000015%",,,9,迴,huí,hui,second,"revolve, rotate; curving, zigzag",,
,8701,辵 162.6,6797,,17,"0,000009%",,,9,迻,yí,yi,second,to shift; to transfer; to transform,,
,8702,辵 162.6,7986,6807,3,"0,000002%",,,9,迺,nǎi,nai,third,"then, thereupon, only then",,
,8703,辵 162.6,9585,,1,"0,000001%",,,9,逇,dùn,dun,fourth,,,
,8704,辵 162.7,190,2145,209046,"0,108032%",4,2,10,通,tōng,tong,first,"pass through, common, communicate",,
,8705,辵 162.7,354,1940,120496,"0,062271%",5,3,10,造,zào,zao,fourth,"construct, build, make, begin; prepare",,
,8706,辵 162.7,617,1853,65094,"0,033640%",4,3,10,速,sù,su,fourth,"quick, prompt, speedy",,
,8707,辵 162.7,954,1870,34128,"0,017637%",5,4,10,逐,zhú,zhu,second,"chase, expel; one by one",,
,8708,辵 162.7,1077,1950,26836,"0,013868%",5,4,10,透,tòu,tou,fourth,"penetrate, pass through",,
,8709,辵 162.7,1085,1982,26485,"0,013687%",5,4,10,途,tú,tu,second,"way, road, path, journey; course",,
,8710,辵 162.7,1538,2064,13012,"0,006724%",5,4,10,递,dì,di,fourth,"hand over, deliver; substitute",,
,8711,辵 162.7,2102,1803,6182,"0,003195%",6,7–9,10,逝,shì,shi,fourth,pass away; die,,
,8712,辵 162.7,2181,2007,5632,"0,002911%",6,7–9,10,逢,féng,feng,second,"come upon, happen meet; flatter",,
,8713,辵 162.7,2587,1854,3271,"0,001690%",5,7–9,10,逗,dòu,dou,fourth,"tempt, allure, arouse, stir",,
,8714,辵 162.7,2642,2003,3074,"0,001589%",4,4,10,逛,guàng,guang,fourth,"ramble, stroll, roam, wander",,
,8715,辵 162.7,3175,1886,1530,"0,000791%",,7–9,10,逞,chěng,cheng,third,"indulge oneself; brag, show off",,
,8716,辵 162.7,3556,4492,968,"0,000500%",,,10,逍,xiāo,xiao,first,"ramble, stroll, jaunt, loiter",,
,8717,辵 162.7,4155,,483,"0,000250%",,,10,這,zhè,zhe,fourth,"this, the, here",,
,8718,辵 162.7,4984,4698,185,"0,000096%",,,10,逡,qūn,qun,first,"retreat, withdraw, fall back",,
,8719,辵 162.7,5074,4465,171,"0,000088%",,,10,逋,bū,bu,first,"flee, run away, leave debt unsettled",,
,8720,辵 162.7,5257,4606,143,"0,000074%",,,10,逖,tì,ti,fourth,"far, distant; keep at distance",,
,8721,辵 162.7,5471,4470,117,"0,000060%",,,10,逦,lǐ,li,third,"meandering, winding",,
,8722,辵 162.7,5854,4464,74,"0,000038%",,,10,逑,qiú,qiu,second,"collect, unite; match, pair",,
,8723,辵 162.7,6057,,59,"0,000030%",,,10,連,lián,lian,second,"join, connect; continuous; even",,
,8724,辵 162.7,7252,,8,"0,000004%",,,10,逌,yōu,you,first,please; smiling; complacent,,
,8725,辵 162.7,8576,,2,"0,000001%",,,10,逕,jìng,jing,fourth,"pass by, approach; direct",,
,8726,辵 162.7,8577,,2,"0,000001%",,,10,逤,suò,suo,fourth,,,
,8727,辵 162.7,9002,,1,"0,000001%",,,10,逓,dì,di,fourth,"hand over, deliver; substitute",,
,8728,辵 162.8,1591,2295,11959,"0,006180%",5,5,11,逻,luó,luo,second,patrol; inspect; watch; patrol,,
,8729,辵 162.8,2216,2469,5418,"0,002800%",6,7–9,11,逮,dǎi,dai,third,"seize, catch; reach, arrive",,
,8730,辵 162.8,2338,2363,4638,"0,002397%",,7–9,11,逸,yì,yi,fourth,"flee, escape, break loose",,
,8731,辵 162.8,3290,4321,1329,"0,000687%",6,,9,迸,bèng,beng,fourth,gush out; burst forth; split,,
,8732,辵 162.8,3778,4727,736,"0,000380%",,,11,逵,kuí,kui,second,"thoroughfare, crossroads",,
,8733,辵 162.8,5185,4892,153,"0,000079%",,,11,逶,wēi,wei,first,"winding, curving; swagger",,
,8734,辵 162.8,5377,,128,"0,000066%",,,11,進,jìn,jin,fourth,"advance, make progress, enter",,
,8735,辵 162.8,5855,5010,74,"0,000038%",,,11,逯,lù,lu,fourth,leave without reason; surname,,
,8736,辵 162.8,5955,7248,67,"0,000035%",,,11,逭,huàn,huan,fourth,"to escape from; to flee, to avoid",,
,8737,辵 162.8,6571,,26,"0,000013%",,,11,週,zhōu,zhou,first,"week; turn, cycle; anniversary",,
,8738,辵 162.8,9161,,1,"0,000001%",,,11,逷,tì,ti,fourth,"distant, far away",,
,8739,辵 162.8,0,7154,,"0,000000%",,,11,逴,chuō,chuo,first,"argue, quarrel, squabble; far",,
,8740,辵 162.9,52,2745,534695,"0,276322%",2,1,12,道,dào,dao,fourth,"path, road, street; method, way",,
,8741,辵 162.9,892,2633,37619,"0,019441%",5,4,12,遗,yí,yi,second,lose; articles lost; omit,,
,8742,辵 162.9,899,2622,37343,"0,019298%",3,4,12,遇,yù,yu,fourth,"meet, come across, encounter",,
,8743,辵 162.9,1012,2788,30545,"0,015785%",4,2,12,遍,biàn,bian,fourth,"everywhere, all over, throughout",,
,8744,辵 162.9,1559,2582,12623,"0,006523%",6,6,12,逼,bī,bi,first,"compel, pressure, force; bother",,
,8745,辵 162.9,1715,2967,10179,"0,005260%",6,7–9,13,遥,yáo,yao,second,"far away, distant, remote",,
,8746,辵 162.9,2017,2746,6904,"0,003568%",,7–9,12,遂,suì,sui,fourth,"comply with, follow along; thereupon",,
,8747,辵 162.9,2610,2708,3189,"0,001648%",,7–9,12,逾,yú,yu,second,"go over, pass over, exceed",,
,8748,辵 162.9,2701,2624,2849,"0,001472%",6,7–9,12,遏,è,e,fourth,"stop, suppress, curb, check; a bar",,
,8749,辵 162.9,3222,5216,1436,"0,000742%",,,12,遁,dùn,dun,fourth,"hide, conceal oneself; escape",,
,8750,辵 162.9,3852,5315,663,"0,000343%",,,12,遐,xiá,xia,second,"afar, distant; old, advanced in",,
,8751,辵 162.9,4275,,426,"0,000220%",,,11,過,guò,guo,fourth,"pass, pass through, go across",,
,8752,辵 162.9,5020,5214,181,"0,000094%",,,12,遑,huáng,huang,second,"leisure, leisurely; hurry about",,
,8753,辵 162.9,5596,5270,103,"0,000053%",,,12,遒,qiú,qiu,second,"strong, unyielding, forceful",,
,8754,辵 162.9,5860,,74,"0,000038%",,,12,運,yùn,yun,fourth,"luck, fortune; ship, transport",,
,8755,辵 162.9,5956,5166,67,"0,000035%",,,12,遄,chuán,chuan,second,to hurry; to go to and fro,,
,8756,辵 162.9,6102,,55,"0,000028%",,,12,達,dá,da,second,"arrive at, reach; intelligent",,
,8757,辵 162.9,7142,,10,"0,000005%",,,12,逿,dàng,dang,fourth,"a time; a row; to fall, miss",,
,8758,辵 162.9,7191,7419,9,"0,000005%",,,12,遆,tí,ti,second,,,
,8759,辵 162.9,7207,,9,"0,000005%",,,12,違,wéi,wei,second,"disobey, violate, defy; be apart from",,
,8760,辵 162.9,7362,,7,"0,000004%",,,12,遊,yóu,you,second,"wander, roam, travel",,
,8761,辵 162.9,9162,,1,"0,000001%",,,12,遈,shí,shi,second,,,
,8762,邑 163.0,3132,0748,1604,"0,000829%",,,7,邑,yì,yi,fourth,"area, district, city, state",,
,8763,邑 163.10,6552,7413,26,"0,000013%",,,12,鄗,hào,hao,fourth,county in Hebei province,,
,8764,邑 163.10,9293,7316,1,"0,000001%",,,12,鄑,zī,zi,first,kick; place in Shandong province,,
,8765,邑 163.10,9395,,1,"0,000001%",,,12,鄍,míng,ming,second,a town in Shandong province,,
,8766,邑 163.10,0,7417,,"0,000000%",,,12,鄌,táng,tang,second,,,
,8767,邑 163.11,2510,2903,3670,"0,001897%",6,7–9,13,鄙,bǐ,bi,third,mean; low,,
,8768,邑 163.11,5176,7578,154,"0,000080%",,,13,鄣,zhāng,zhang,first,"name of an ancient city in N. Jiangsu, near Shandong",,
,8769,邑 163.11,5266,5351,142,"0,000073%",,,13,鄢,yān,yan,first,name of a district in Honan,,
,8770,邑 163.11,5863,5370,73,"0,000038%",,,13,鄞,yín,yin,second,county in Zhejiang province,,
,8771,邑 163.11,7195,7309,9,"0,000005%",,,12,鄚,mào,mao,fourth,surname,,
,8772,邑 163.11,7602,7576,5,"0,000003%",,,13,鄜,fū,fu,first,county in Shanxi province,,
,8773,邑 163.11,7768,7574,4,"0,000002%",,,13,鄘,yōng,yong,first,state in Henan province,,
,8774,邑 163.11,7769,7510,4,"0,000002%",,,13,鄠,hù,hu,fourth,county in Shanxi province,,
,8775,邑 163.11,7829,,4,"0,000002%",,,13,鄤,màn,man,fourth,place in Henan province,,
,8776,邑 163.11,8362,,2,"0,000001%",,,13,鄛,cháo,chao,second,,,
,8777,邑 163.11,8363,,2,"0,000001%",,,13,鄡,qiāo,qiao,first,,,
,8778,邑 163.11,9164,,1,"0,000001%",,,13,鄟,zhuān,zhuan,first,,,
,8779,邑 163.11,0,7516,,"0,000000%",,,13,䣘,táng,tang,second,"(ancient form of堂) a hall, an office; a reception room, a court of justice",,
,8780,邑 163.12,4447,5765,347,"0,000179%",,,14,鄱,pó,po,second,county and lake in Jiangxi,,
,8781,邑 163.12,5199,5790,151,"0,000078%",,,14,鄯,shàn,shan,fourth,district in Gansu during the Tang dynasty,,
,8782,邑 163.12,6387,,35,"0,000018%",,,14,鄩,xún,xun,second,county in Shandong province,,
,8783,邑 163.12,7134,,10,"0,000005%",,,14,鄬,wéi,wei,second,place in Henan province,,
,8784,邑 163.12,7391,,7,"0,000004%",,,14,鄰,lín,lin,second,neighbor; neighborhood,,
,8785,邑 163.12,7553,,5,"0,000003%",,,14,鄦,xǔ,xu,third,"vassal state during the Zhou Dynasty, surname",,
,8786,邑 163.12,8177,,3,"0,000002%",,,14,鄧,dèng,deng,fourth,surname,,
,8787,邑 163.12,8178,7720,3,"0,000002%",,,14,鄫,zēng,zeng,first,"Zhou vassal state, surname",,
,8788,邑 163.12,8762,,2,"0,000001%",,,14,鄮,mào,mao,fourth,ancient place name,,
,8789,邑 163.13,7686,,5,"0,000003%",,,15,鄶,kuài,kuai,fourth,"name of a feudal state, surname",,
,8790,邑 163.13,7990,,3,"0,000002%",,,15,鄳,méng,meng,second,,,
,8791,邑 163.13,8085,,3,"0,000002%",,,15,鄷,fēng,feng,first,variant of 酆,,
,8792,邑 163.14,6166,7837,49,"0,000025%",,,16,鄹,zōu,zou,first,name of a state; surname,,
,8793,邑 163.15,9003,,1,"0,000001%",,,16,鄺,kuàng,kuang,fourth,surname,,
,8794,邑 163.15,9589,,1,"0,000001%",,,17,鄽,chán,chan,second,,,
